'Ref_name','codes','Did','years','last_n','first_n','dob','dod'
Solum,D,OSo,@1985,Solum,Ole,19xx,
Sommers,WD,SSo,@1993-1998,Sommers,Stephen,19xx,
Sonnenveld,CD,BSo,@1991-1997,Sonneveld,Barry,,
Sopsits,D,ASp,@1990,Sopsits,Arpad,,
Terry Southern,BW,,1958-1970,Southern,Terry,1925,
Spacey,D,KSp,@1997,Spacey,Kevin,,199x
Spheeris,D,PSp,@1991-1993,Spheeris,Penelope,,
Spence,D,RiS,@1992,Spence,Richrad,19xx,
Spicer,D,BtS,@1997,Spicer,Bryan,19xx,199x
Sam Spiegel,P,,1942,Eagle,Sam P.,,
Sol Spiegel,P,,1953-1966,Spiegel,Sol C.,,
Spielberg,DP,SS,@1957-1998,Spielberg,Steven,1947,199x
Spiers,D,BSp,@1997,Spiers,Bob,19xx,199x
Spoor,DP,GKS,@1907,Spoor,George K.,19xx,
Sprecher,D,JSp,@1998,Sprecher,Jill,,
Spottiswoode,D,RSp,@1980-1997,Spottiswoode,Roger,,
Stafford,D,BaS,@1939,Stafford,Babe,,
Stahl,ADPS,IMS,@1918-1949,Stahl,John M.,1886,1950
Stallone,AD,SyS,@1979,Stallone,Sylvester,,
Ray Stark,P,,1964-1992,Stark,Ray,19xx,
Starr,D,PSt,@1980,Starr,Peter,,
Starrett,AD,JkS,@1973-1976,Starrett,Jack,,
W.Staudte,D,WS,@1946,Staudte,W.,,
StClair,D,MSC,@1926,St.Clair,Mai,,
Steckler,D,RyS,@1963-1965,Steckler,Ray Dennis,,
Peter Stein,V,,,Stein,Peter,,
K.Stein,D,KSt,@1992,Stein,Ken,,
P.Stein,D,PLS,@1935,Stein,Paul L.,,
Steiner,M,,1923-1956,Steiner,Max,19xx,1971
D.Steinberg,D,DSt,@1981,Steinberg,David,,
M.Steinberg,D,MSb,@1993,Steinberg,Michael,,
Stephani,D,FkS,@1936,Stephani,Frederick,,
Sterling,WD,WSt,@1972,Sterling,William,19xx,
Stern,D,SHS,@1981-1989,Stern,Steven Hillard,,
Sternberg,PD,S,@1925-1953,von Sternberg,Josef (Jonas),1894,1969
D.Stevens,WB,,@1995,Stevens,Davd,,
G.Stevens sr.,CDP,GSt,@1933-1969,Stevens,George,1904,1975
G.Stevens jr.,D,GSj,@1960-1961,Stevens,George jr.,,
R.Stevens,D,RSt,@1955-1969,Stevens,Robert,1925,
L.Stevens,WDP,LSt,@1960,Stevens,Leslie,,
Stevenson,D,RoS,@1932-1981,Stevenson,Robert,1905,
B.Stiller,D,BnS,@1994-1996,Stiller,Ben,,
M.Stiller,D,MSt,@1912-1928,Stiller,Mowscha (Mauritz),1883,1928
Stillman,WD,WhS,@1990-1998,Stillman,Whit,,
And.Stone,PD,AnS,@1939-1972,Stone,Andrew,1902,
Ol.Stone,WDP,OlS,@1981-1993,Stone,Oliver,,
R.Stone,D,RtS,@1987,Stone,Robert,,
S.Stone,D,SSt,@1998,Stone,Sharon,,
V.Stone,D,VSt,@1974,Stone,Virginia,,
Storaro,C,,y-1979,Storaro,Vittorio,,
Stoppard,BWD,TSt,@1990,Straussler,Thomas (Tom),1937,
Straume,D,USt,@1999,Straume,Unni,,
Strayer,D,FSt,@1933-1950,Strayer,Frank,,
Strick,D,JSi,@1967,Strick,Joseph,,
Strock,D,HLS,@1954,Strock,Herbert L.,19xx,
Streisand,APWD,BSt,@1983,Streisand,Barbra,,
Strom,WD,YSt,@1994,Strom,Yale,19xx,
Stromberg,PWD,HSt,@1923-1925,Stromberg,Hunt,1894,1968
Stroux,D,xSx,@1949,Stroux,gn,,
J.Stuart,D,JeS,@1997,Stuart,Jeb,,
M.Stuart,D,MeS,@1979,Stuart,Mel,,
J.Sturges,ED,ISt,@1946-1977,Sturges,John,1911,
P.Sturges,WD,PS,@1933-1956,Biden,(Edmund) Preston,1898,1959
Sturridge,D,CsS,@1992-1997,Sturridge,Charles,,
Jule Styne,M,,1968,Styne,Jule,1906,1994
Sucksdorff,DWPCEA,ASu,@1953,Sucksdorff,Arne,,
Sugg,D,SwS,@1998,Sugg,Stewart,,
Sullivan,D,TSu,@1996,Sullivan,Tim,19xx,199x
Summers,D,JrS,@1967,Summers,Jeremy,,
Surjik,D,SSu,@1993,Surjik,Stephen,19xx,
Suo,WD,MyS,@1997,Suo,Masuyuki,,199x
Surtees,C,,1950-1975,Surtees,Robert L.,,
Suso,D,HSu,@1978,Suso,Henry,,
A.E.Sutherland,D,AES,@1925-1956,Sutherland,A. Edward,1895,1974
D.Sutherland,PD,DSu,@1991-1993,Sutherland,David,,
Svankmajer,D,JSj,@1997,Svankmajer,Jan,19xx,199x
Sverak,D,JSv,@1991,Sverak,Jan,19xx,
Svoboda,D,NSv,@1992,Svoboda,Nancy,,
Swackhammer,D,EWS,@1979-1992,Swackhammer,E.W.,,
Swaim,D,BSw,@1983,Swain,Bob,19xx,
Swift,DW,DvS,@1958-1967,Swift,David,,
Switzer,D,MSw,@1992,Switzer,Michael,19xx,
Syberberg,D,HJS,@1982,Syberberg,Hans-Jürgen,19xx,
Sykes,D,PSy,@1976,Sykes,Peter,,
Szabo,D,IsS,@1985-1991,Szabó,István,,
Szazs,D,ISz,@1994,Szazs,Janos,,
Szlingerbaum,D,SSz,@1980,Szlingerbaum,Samy,,
Szwarc,D,JSz,@1974-1984,Szwarc,Jeannot,1936,
Tacchella,WD,JCT,@1975,Tacchella,Jean-Charles,,
Takemitsu,M,,@1964,Takemitsu,Tore,1931,1996
Talalay,D,RTa,@1992,Talalay,Rachel,19xx,
Takita,D,YoT,@1988,Takita,Yojiri,,
Tamahori,D,LTa,@1997,Tamahori,Lee,19xx,199x
Tanaka,DP,ToT,@1954,Tanaka,Tomoyuki,,
Taniguchi,D,SkT,@1965,Taniguchi,Senkichi,,
Tannen,D,WTa,@1985-1988,Tannen,William,,
Tanner,D,ATa,@1971-1987,Tanner,Alain,,
Tarantino,WD,QTa,@1992-1194,Tarantino,Quentin,1964,
Tarkovsky,D,AnT,@1959-1983,Tarkovsky,Andrei,1932,1990
Tashlin,WDP,FrT,@1952-1668,Tashlin,Frank,1913,1972
Tati,AWD,JT,@1949-1971,Tatischeff,Jaques,1908,1982
Tatassopoulos,D,StT,@1932,Tatassopoulos,Stelios,19xx,
Taurog,AD,NT,@1928-1967,Taurog,Norman,1899,1981
Tavernier,D,BTv,@1974-1988,Tavernier,Bertrand,1941,
Taviani,D,PlT,@1961-1994,Taviani,Paolo,1931,
V.Taviani,WD,,1961-1994,Taviani,Vittorio,1929,
F.Taylor,WD,FTa,@1997,Taylor,Finn,,
Frank Taylor,P,,,Taylor,Frank E.,,
D.Taylor,AD,DTa,@1957-1980,Taylor,Don,,
D.F.Taylor,P,,1963,Taylor,Donald F.,,
Ray Taylor,AD,RyT,@1926-1949,Taylor,Ray,1888,1952
Sam Taylor,DW,SaT,@1921-1945,Taylor,Sam,1895,1958
S.E.V.Taylor,D,SET,@1924,Taylor,S.E.V.,,
W.D.Taylor,AD,WDT,@1915-1922,Tanner,William Desmond,1877,1922
Taymor,D,JTa,@1993,Taymor,Julie,19xx,
Teague,D,LwT,@1964-1985,Teague,Lewis,,
Techine,DW,ATe,@1969-1978,Téchiné,André,1943,
Teglasy,D,FTy,@1989,Teglasy,Ferenc,,
Temple,D,JuT,@1980-1989,Temple,Julian,,
Tennant,D,ATn,@1997,Tennant,Andy,19xx,199x
Terayama,WD,STy,@1971-197 4,Terayama,Shuji,,
Tetzlaff,CD,TTz,@1941-1957,Tetzlaff,Ted,1903,
Teshigahara,D,HiT,@1961-1991,Teshigahara,Hiroshi,1927,
Tewkesbury,D,PTw,@1964-1971,Tewkesbury,Peter,1924,
Thalberg,P,,1925-1936,Thalberg,Irving,1899,1936
Thibaut,D,MTh,@1995,Thibaut,Michel,,
Thiele,D,WT,@1929-1960,Thiele,William,1890,1975
B.Thomas,D,BTh,@1995-1998,Thomas,Betty,,
G.Thomas,D,GTh,@1957,Thomas,G.,,
R.Thomas,D,RaT,@1948-1983,Thomas,Ralph,1915,
R.L.Thomas,D,RLT,@1981-1983,Thomas,Ralph L.,,
P.Thomas,D,PTh,@1988,Thomas,Pascal,,
Thome,WD,RuT,@1964-1998,Thome,Rudolf,19xx,
E.Thompson,D,ETh,1971,Thompson,Eric,1929,1982
F.Thompson,D,,1915,Thompson,Fred,,
LeeThompson,AWD,JLT,@1950-1984,Thompson,J.Lee,1914,
Thornton,AD,BBT,@1999,Thornton,Billy Bob,,
J.Thorpe,PD,JTh,@1967,Thorpe,Jerry,,
R.Thorpe,DP,RTh,@1928-1967,Thorpe,Rollo Smolt (Richard),1896,1991
Till,D,ETi,@1981-1997,Till,Eric,,
Tillman,D,GTi,@1997,Tillman,George  jr.,19xx,199x
Timars,D,PTi,@1989,Timárs,Peter,,
Tinling,D,JTg,@1927-1952,Tinling,James,1889,1967
Tiomkin,M,,1933-1971,Tiomkin,Dmitri,1899,1979
Tisch,P,,1997-1999,Tisch,Steve,,
Toback,WD,JTo,@1978-1990,Toback,James,1944,
Tognazzi,D,RTo,@1994,Tognazzi,Ricky,19xx,
Tokar,D,NoT,@1965-1975,Tokar,Norman,,
Toledo,D,STo,@1986,Toledo,Sergio,,
Tolkin,D,MTo,@1985,Tolkin,Michael,,
George Tomasini,E,,1964-1979,Tomasini,George,,
Tong,VD,SnT,@1990,Tong,Stanley,19xx,
Topper,D,BuT,@1963,Topper,Burt,,
Tornatore,D,GTo,@1989-1996,Tornatore,Guiseppe,1955,
Toubiana,D,SgT,@1994,Toubiana,Serge,19xx,
Toure,D,MuT,@1991,Touré,Moussa,19xx,
Tourjansky,D,xTo,@1932,Tourjansky,gn,,
M.Tourneur,WD,MaT,@1912-1917,Tourneur,Maurice,,
J.Tourneur,D,JqT,@1939-1977,Tourneur,Jaques,1904,1977
Towers,PW,,1974,Towers,Harry Alan,,
Towne,WD,RT,@1982-1998,Towne,Robert,,
Towsend,D,RtT,@1987,Townsend,Robert,,
Toye,D,WTy,@1952,Toye,Wendy,19xx,
Tozum,WD,ITo,@1989,Tözüm,Irfan,,
Trayger,D,MkT,@1994,Trayger,Mike,19xx,
Tramont,D,JnT,@1981,Tramont,Jean-Claude,,
Trauberg,D,IyT,@1929,Trauberg,Ilya,,
Travers,D,AlT,@1947,Travers,Albert,,
Treut,D,MoT,@1985-1992,Treut,Monica,,
Trent,D,ITr,@1980,Trent,John,,
Triana,D,JAT,@1966,Triana,Jorge Ali,,
Trikonis,D,GTr,@1980-1981,Trikonis,Gus,,
Troche,D,RTr,@1994,Troche,Rose,1964,
Troell,DCW,JTl,@1965-1979,Troell,Jan,1931,
Troisi,D,MTs,@1991,Troisi,Massimo,19xx,
Tronson,D,RoT,@1962-1964,Tronson,Robert,1924,
Trousdale,D,GaT,@1985,Trousdale,Gary,1961,
Trueba,D,FTr,@1994,Trueba,Fernando,19xx,
Truffaut,D,FT,@1958-1983,Truffaut,Francois,1932,1984
Truman,ED,MT,@1954-1963,Truman,Michael,1916,
Trumbo,WD,DaT,@1971,Trumbo,Dalton,,1977
Trumbull,DP,DTr,@1971-1983,Trumbull,Douglas,,
Tryon,DA,,,Tryon,Glenn,,
Tsukamoto,WDCEA,ShT,@1989,Tsukamoto,Shinya,19xx,
Tsukerman,D,SlT,@1983,Tsukerman,Slava,,
Tucci,AWD,STu,@1997,Tucci,Stan,,199x
Tuchner,D,MiT,@1971-1990,Tuchner,Michael,,
A.Tucker,D,ATk,@1998,Tucker,Anand,,
Tucker,D,xTu,@1954,Tucker,xgn,,
Tuggle,D,RTu,@1984,Tuggle,Richard,,
Tully,D,MgT,@1968,Tully,Montgomery,,
Turman,PD,LTu,@1971-1982,Turman,Laurence,,
Turner,D,ATu,@1989,Turner,Ann,1961,
Turtletaub,D,JTu,@1993,Turtletaub,Jon,,199x
Turturro,D,ITu,@1985-1993,Turturro,John,19xx,
Tuttle,D,FTu,@1927-1956,Tuttle,Frank,1892,1963
Twoohy,D,DTw,@1996,Twoohy,David,,
Tykwer,WD,TTy,@1998,Tykwer,Tom,19xx,19yy
Tzavellas,D,GTz,@1955-1961,Tzavellas,Giorgos,,
Ucicky,D,xUc,@1938,Ucicky,gn,,
Ullman,D,LUl,@1999,Ullman,Liv,,
Ulmer,D,EGU,@1934-1964,Ulmer,Edgar G.,1904,1972
Underwood,D,RUn,@1991,Underwood,Ron,,
Unknown0,D,Z00,@1916,Anonymous,gn,,
Unknown1,D,Z01,@1916,Anonymous,gn,,
Unknown2,D,Z02,@1908,Anonymous,gn,,
Unknown3,D,Z03,@1988,Anonymous,gn,,
Unknown9,D,Z09,@1984,Anonymous,gn,,
Unknown10,D,Z10,@1969,Anonymous,gn,,
Unknown11,D,Z11,@1930,Anonymous,gn,,
Unknown12,D,Z12,@1912,Anonymous,gn,,
Unknown14,D,Z14,@1997,Anonymous,gn,,
Unknown15,D,Z15,@1915,Anonymous,gn,,
Unknown18,D,Z18,@1988,Anonymous,gn,,
Unknown28,D,Z28,@1980,Anonymous,gn,,
UnYear32,D,Z32,@1932,Anonymous,gn,,
Unknown34,D,Z34,@1976,Anonymous,gn,,
Unknown42,D,Z42,@1913,Anonymous,gn,,
Unknown48,D,Z48,@1988-1990,Anonymous,gn,,
Unknown49,D,Z49,@1929,Anonymous,gn,,
Unknown54,D,Z54,@1988,Anonymous,gn,,
Unknown55,D,Z55,@1988,Anonymous,gn,,
Unknown56,D,Z56,@1956,Anonymous,gn,,
Unknown57,D,Z57,@1957,Anonymous,gn,,
UnYear64,D,Z64,@1964td> UnYear1964,gn,,,
Uno,D,MTU,@1989,Uno,Michael Toshiyuki,,
Ustinov,ADW,PUs,@1946-1965,Ustinov,Peter,1921,
Uys,D,MUy,@1997,Uys,Michael,19xx,199x
Vadim,D,RoV,@1956,Plemiannikoff,Roger Vadim,1927,
Valdez,D,LVa,@1987,Valdex,Luis,,
Valentine,C,,1943,Valentine,Joseph A.,,
vanDamme,AP,JCD,1991,van Damme,Jean-Claude,,
vanDiem,D,MvD,@1997,van Diem,Mike,,
VanDormael,D,JVD,@1991-1992,Van Dormael,Jaco,,
VanDyke,D,WvD,@1918-1942,Van Dyke,"W.S., II",1889,1942
vanHorn,D,BvH,@1978-1980,van Horn,Buddy,,
vanLieshout,D,BvL,@1998,van Lieshout,Ben,,
MrVanPeebles,DA,MRP,@1991-1993,Van Peebles,Mario,1960,
MlVanPeebles,DA,MVP,@1967-1989,Van Peebles,Melvin,,
vanSant,DW,GvS,@1988-1994,van Sant jr.,Gus,1953,
vanWarmerdam,ADW,AvW,@1984,van Warmerdam,Alex,1952,
Varda,D,AVa,@1962-1993,Varda,Agnes,,
Mr.Varnel,D,VrM,@1932-1947,Varnel,Marcel,1894,1947
Mx.Varnel,D,VxM,@1958-1963,Varnel,Max,1925,
Vasquez,D,JVa,@1991,Vasquez,Joseph,,
Vavra,D,OtV,@1937,Vavra,Otakar,19xx,
Veber,WD,FrV,@1981-1986,Veber,Francis,,
Ventimiglia,C,,1925,Ventimiglia,Baron,,
Verbinski,D,GVe,@1997,Verbinski,Gore,19xx,199x
Verdone,D,CVe,@1999,Verdone,Carlo,19xx,19yy
VerdonRoe,D,VVR,1990,VerdonRoe,Vivienne,19xx,
Verheul,D,TVe,@1992,Verheul,Tom,19xx,
M.Verhoeven,D,MVh,@1990,Verhoeven,Michael,,
P.Verhoeven,D,PVh,@1981-1990,Verhoeven,Paul,,
Verneuil,D,HVe,@1955,Verneuil,Henri,19xx,
Veronis,D,NVe,@1998,Veronis,Nick,,
Verow,D,TVw,@1996,Verow,Todd,,
Vertov,D,DzV,@1927-1941,Kaufman,Dennis (Dziga),1896,1954
VeSota,AD,BVS,@1955-1975,VeSota,Bruno,,
Victor,P,,1966,Victor,David,,
Ch.Vidor,D,ChV,@1939-1957,Vidor,Charles,,
K.Vidor,D,KV,@1918-1982,Vidor,King,1894,1982
Viertel,D,Bvi,@1929-1936,Viertel,Berthold,1895,1953
Vigne,D,DaV,@1982,Vigne,Daniel,,
Vigo,D,JVi,@1930-1934,Almareyda,Jean,1905,1934
Villaronga,D,AgV,@1989,Villaronga,Agustin,,
Vilsmaier,D,JVm,@1985,Vilsmaier,Joseph,1938,
Vince,D,PTV,@1989,Vince,Pruit Taylor,,
Vincent,D,CVi,@1992,Vincent,Christian,,
Vinterberg,D,TVb,@1998,Vinterberg,Thomas,,
Viola,D,JVl,@1971,Viola,Joe,,
Virgien,D,NVg,@1998,Virgien,Norton,,
Visconti,D,LuV,@1942-1976,Visconti de Modrone,Luchino,1906,1976
Petro Vlahos,C?,,19dd,Vlahos,Petro,19xx,
Vitale,D,TVi,@1997,Vitale,Tony,,199x
Vohrer,D,AVo,@1962,Vohrer,Alfred,19xx,
vonPraunheim,WD,RvP,@1971,Miscwitzy,"Rosa, ex Holger",1942,
vonTrier,D,LvT,@1988-1997,von Trier,Lars,1956,
vonScherlerMayer,D,vSM,@1998,von Scherler Mayer,Daisy,,
vonTrotta,D,MvT,@1990,von Trotta,Margaretha,,
Vorhaus,D,BVo,@1947,Vorhaus,Bernard,,
Vorkapich,D,SlV,@1961,Vorkapich,Slauko,,
vonStroheim,DA,EvS,@1918-1928,Stroheim von Nordenwall,Hans Erich Maria,1885,1957
Voulgaris,D,PVg,@1972,Voulgaris,Pantellis,19xx,
Vrettakos,D,CVr,@1987,Vrettakos,Costas,19xx,
Wachowski,D,AWw,@1995,Wachowski,Andy,,
Wadleigh,D,MWa,@1970-1981,Wadleigh,Michael,,
Waggner,AWMDP,GWg,@1938-1959,Waggoner,George,1894,
Wagner,WPD,PaW,@1994,Wagner,Paul,19xx,
Wajda,D,AWj,@1954-1992,Wajda,Andrzej,1926,
D.Walker,D,DWa,@1984,Walker,Dorian,,
P.Walker,D,PWa,@1982,Walker,Pete,,
S.Walker,D,StW,@1931-1940,Walker,Stuart,1887,1941
M.Wallace,WD,MWl,@1987,Wallace,Mary,,
Ri.Wallace,ED,RWa,@1927-1950,Wallace,Richard,1894,1951
Ra.Wallace,D,RWc,@1998,Wallace,Randall,,
T.L.Wallace,D,TLW,@1991,Wallace,Tommy Lee,,
Waller,D,AyW,@1996,Waller,Anthony,,199x
Wallis,P,,1930-1975,Wallis,Hal B.,1899,
Walls,SD,TWa,@1935,Walls,Tom,,
Walsh,AD,RaW,@1915-1964,Walsh,Raoul,1887,1980
Bill Walsh,WP,,1960,Walsh,Bill,,
Walters,D,ChW,@1943-1966,Walters,Charles,1911,1982
Walton,D,FWa,@1979,Walton,Fred,,
Walz,WD,MWz,@1998,Walz,Martin,,
Wanamaker,AD,SWa,@1977,Wanamaker,Sam,1919,1993
Wang,D,WaW,@1982-1989,Wang,Wayne,,
Wanger,P,,,Feuchtwanger,"Lion, Walter",1894,1968
D.S.Ward,WD,DSW,@1982-1993,Ward,David S.,,
V.Ward,WD,ViW,@1988-1998,Ward,Vincent,,
Wargnier,D,RWg,@1993,Wargnier,Régis,19xx,
Warhol,D,AWa,@1963-1967,Warhol,Andy,1926,
A.Warner,P,,1916-,Warner,Abe,,
D.Warner,D,DbW,@1999,Warner,Deborah,19xx,19yy
H.Warner,P,,1916-,Warner,Harry,,
J.Warner,P,,1916-,Warner,Jack L.,1892,1978
S.Warner,P,,1916-,Warner,Sam,,1927
Harry Warren,M,,1930-1954,Guaragna,Salvatore,1893,
Wartman,D,SoW,@1992,Wartman,Sonke,19xx,
Waszynski,D,MaW,@1938,Waszynski,Machael,,
Waters,DA,IWa,@1969-1994,Waters,John,,
Watt,D,HWa,@1936-1959,Watt,Harry,1906,1987
Watts,D,RWs,@1983,Watts,Roy,,
Waxman,M,,1930-1950,Waxman,Franz,,
J.Wayne,APD,JWa,@1960-1968,Morrison,Marion Michael (John),1907,1979
M.Wayne,P,,,Wayne,Michael,1934,
J.Webb,APD,JWe,@1954-1962,Webb,Jack,1920,1982
J.R.Webb,W,,1963,Webb,James R.,,
M.Webb,D,MlW,@1926-1929,Webb,Millard,,
R.D.Webb,CD,RDW,@1953-1970,Webb,Robert D.,1903,
Weber,WD,LoW,@1913,Weber,Lois,,
B.Weber,CD,BWb,@1986,Weber,Bruce,,
Weeks,D,AnW,@1992,Weeks,Andrew,19xx,
Weide,D,RWd,@1999,Weide,Robert,,
Wegener,AWD,PW,@1913,Wegener,Paul,1874,1948
Weiland,D,PlW,@1994,Weiland,Paul,19xx,
Weill,D,ClW,@1975,Weill,Claudia,,
Weintraub,P,,1962,Weintraub,Sy,,
Weir,D,PWr,@1971-1993,Weir,Peter,1944,
D.Weis,D,DoW,@1951-1966,Weis,Don,1922,
G.Weis,D,GaW,@1980,Weis,Gary,,
Weisberg,D,RgW,@1993,Weisberg,Roger,19xx,
Weisman,D,SWm,@1999,Weisman,Sam,,
Weiss,D,RbW,@1994,Weiss,Rob,19xx,
Wekwerth,D,MWe,@1957-1961,Wekwerth,Manfred,,
M.Welles,AD,MeW,@1960-1972,Welles,Mel,,
Welles,D,OW,@1940-1969,Welles,Orson,1915,
Wellington,D,DWl,@1997,Wellington,David,,
Wellman,DAW,W,@1921-1958,Wellman,William Augustus,1896,1975
Wells,D,,1993,Wells,Simon,19xx,
Wenders,WD,WiW,@1976-1997,Wenders,Wim,,
Wendkos,D,PWe,@1959-1976,Wendkos,Paul,,
Weng,D,JWg,@1996,Weng,Jian,,199x
Werker,D,AlW,@1917-1958,Werker,Alfred L.,1896,
Werneck,D,SWe,@1996,Werneck,Sandra,,
J.Werner,D,JfW,@1980,Werner,Jf,,
Werner,D,PrW,@1981,Werner,Peter,,
Wertheim,AWD,RWe,@1990,Wertheim,Ron,,
Wertmuller,D,LiW,@1963-1994,Wertmüller von Elg,Angela Felice (Lina),1928,
L.West,D,LaW,@1915,West,Langdon,19xx,
R.West,D,RlW,@1926,West,Roland,19xx,
S.West,D,SmW,@1997,West,Simon,19xx,
Wexler,WDCP,HWe,@1970,Wexler,Haskell,,
Whale,D,JW,@1930-1949,Whale,James,1886,1957
Lyle Wheeler,V,,1940-1960,Wheeler,Lyle,19xx,
Whelan,DPE,TWh,@1923-1955,Whelan,Tim,1893,1957
Edith Wharton,B,,@1993,Wharton,Edith,1863,1937
Whatham,D,CWh,@1974,Whatham,Claude,,
J.White,D,JuW,@1931,White,Jules,,
G.White,GAD,GWh,@1935,White,George,,
Whitehead,D,RtW,@1982,Whitehead,Robert,,
Whitaker,D,FWh,@1995,Whitaker,Forest,,
M.Whitney,D,MWh,@1983,Whitney,Mark,,
W.Whitney,D,WWh,@1958-1991,Whitney,William,,
Wickes,D,DWi,@1983,Wickes,David,,
Whitesell,D,JWs,@1996,Whitesell,Jane,,
Wiard,D,WWi,@1975,Wiard,William,,
Widerberg,D,BoW,@1963-1979,Widerberg,Bo,1930,
Wickes,D,DWi,@1983,Wickes,David,,
Wicki,D,BeW,@1964,Wicki,Bernard,,
Wiederhorn,D,KW,@1980,Wiederhorn,Ken,,
Wiemer,WD,RoW,@1980,Wiemer,Robert,,
C.Wiene,D,CWi,@1931,Wiene,Conrad,,
Wiene,D,RW,@1919-1924,Wiene,Robert,1881,1938
F.M.Wilcox,D,FWx,@1943-1956,Wilcox,Fred McLeod,,
H.Wilcox,DP,HWx,@1920-1959,Wilcox,Herbert,1892,1977
C.Wilde,AD,CoW,@1955-1972,Wilde,Cornel,1915,1989
Oscar Wilde,B,id,,Wilde,Oscar,1852,
T.Wilde,D,TeW,@1927-1928,Wilde,Ted,,
Wilde,D,CoW,@19dd,bn,gn,19xx,
Wildenhahn,D,KlW,@1968,Wildenhahn,Klaus,,
B.Wilder,WD,BW,@1930-1981,Wilder,Samuel (Billy),1906,1990
G.Wilder,AWDP,GeW,@1961-1984,Silberman,Jerry,1934,
W.Wilder,WDP,WLW,@1968,Wilder,W.Lee,,
Wiles,D,xWi,@1936,Wiles,,,
Wilhelm,D,CWl,@1914,Wilhelm,Carl,,
Willat,D,id,@1998,Willat,Irvin,,
D.D.Williams,D,DDW,1994,Williams,David D.,,
John Williams,M,,1971-1989,Williams,John,,
J.B.Williams,D,GBW,@1930,Williams,J.B.,,
M.G.Williams,P,,1993,Williams,Marsha Garces,1955,
P.Williams,D,PWi,@1967-1978,Williams,Paul,1944,
R.Williams,D,RWl,@1972,Williams,Richard,,
Tennesse Williams,WB,,1951-1966,Williams,Tenessee,1911,1983
F.Williamson,APD,FWs,@1991,Williamson,Fred,19xx,
K.Williamson,WPD,KWs,@1996,Williamson,Kevin,1966,
Wills,C,,1971-1993,Wiils,Gordon,19xx,
Willutzki,D,MWu,@1973,Willutzki,Max,,
H.Wilson,D,HuW,@1984-1996,Wilson,Hugh,,
R.Wilson,D,RcW,@1993,Wilson,Hugh,,
Winant,D,ScW,@1997,Winant,Scott,,199x
Wincer,D,SiW,@1993,Wincer,Simon,19xx,
Windust,DP,BrW,@1947-1959,Windust,Bretaigne,1906,1960
I.Winkler,PD,IWk,"@1991-1992,1979-1990",Winkler,Irwin,,
H.Winkler,D,HeW,@1988-1193,Winkler,Henry,,
Winterbottom,D,MWi,@1993-1997,Winterbottom,Michael,,199x
Winters,D,DvW,@1982,Winters,David,,
H.Wise,D,HWi,@1988,Wise,Herbert,,
K.Wise,D,,1992,Wise,Kirk,1964,
R.Wise,EDP,RWi,@1944-1979,Wise,Robert,1914,199x
Wiseman,D,FrW,@1967-1994,Wiseman,Fred,,
Witney,D,WWn,@1937-1975,Witney,William,1910,
Wohl,PDE,IrW,@1980,Wohl,Ira,,
Wong,D,KWW,@1992-1996,Wong,Kar-Wei (Kirk),19xx,199x
Woo,D,IWo,@1973-1993,Woo,John,1946,
E.D.Wood jr,DAW,EDW,@1953-1961,Wood,Edward D.jr.,1924,1978
S.Wood,D,SW,@1920-1949,Wood,Sam,1883,1949
A.Woods,D,ABW,@1934-1940,Woods,Arthur B.,1904,1942
Wolk,D,AWk,@1992,Wolk,Andy,,
Wolff,D,HWo,@1955,Wolff,Hans,,
Wood,D,DuW,@1972,Wood,Duncan,19xx,
Woodhead,D,LWo,@1996,Woodhead,Leslie,19xx,19yy
Woodruff,D,FrW,@1932,Woodruff,Frank,,
Woolrich,W,1967,,Woolrich,Cornell,1903,1968
Workman,EPWD,CWm,@1990,Workman,Chuck,19xx,
Worsley,D,WWo,@1923,Worsley,Wallace,,
Wrede,D,CWr,@1984,Wrede,Caspar,,
G.Wright,DW,GgW,@1993,Wright,Geoffrey,,
W.Wright,PD,WHW,@1952,Wright,William H.,19xx,
Wrye,D,DWr,@1978,Wrye,Donald,,
Wu,P,WTM,@1983,Wu,TianMeng,,
Wurtzel,C,SWu,@1980,Wurtzel,Stuart,,
Wyler,D,WW,@1925-1959,Wyler,William,1902,1981
C.Wyler,P,,1990,Wyler,Catherine,,
Wynorski,D,JWy,@1987,Wynorski,Jim (Jimbo),,
T.K.Wynn,W,,1970-1977,Wynn,Tracy Keenan,1945,
Yagher,D,KvY,@1963,Yagher,Kevin,,
Yamada,D,YYa,@1968-1990,Yamada,Yoji,,
Yamamoto,D,,,Yamamoto,Kajiro,,
Yanagimachi,D,MYa,@1990,Yanagimachi,Mitsuo,19xx,
Yanchuk,D,OYa,@1993,Yanchuk,Oles,19xx,
Yang,D,EdY,@1991,Yang,Edward,,199x
Yanne,D,xYa,@1985,Yanne,gn,,
Yansen,D,LYa,@1990,Yansan,Louis,,
Yarborough,D,JeY,@1945,Yarborough,Jean,,
Yates,DP,PY,@1962-1995,Yates,Peter,1929,
Yeaworthy,D,IvY,@1958,Yeaworthy,Irvin S.,19xx,
Yeh,D,HWY,@1992,Yeh,Hung-Wei,19xx,
Yellen,D,LiY,1985,Yellen,Linda,,
Yeller,D,,18xx,Yeller,xfn,,
Yonfan,D,nYo,@1998,name,xfn,,
Bud Yorkin,D,BdY,@1963-1970,Yorkin,Alan,1926,
