FilmRef,Film_Nom,Film_Ann,FR_nom,FP_nom,FS_nom,Process,Categorie,F_Rcp
ADx13,Rendevous at Bray,1973,D:Delvaux,PN:,SU:,prc,Drame,aw
ADx14,Belle,1973,D:Delvaux,PN:,SU:,prc,Drame,aw
ADx20,1001 Films,1973,D:Delvaux,PN:,SU:,col,Biopic,aw
RoA48,Emperor of the North Pole,1973,D:Aldrich,PU:,SU:,prc,Drame,
KoI45,The Wanderers,1973,D:Ichikawa,PN:,SU:,,Drame,aw
NPa20,"Coffee, Tea, or Me?",1973,D:Panama,PU:,,TV,Comédie,aw
RAl70,The Long Goodbye,1973,D:Altman,PN:Elliott Kastner,SU:,,Suspense,RE***
RAl71,Thieves Like Us,1973,D:Altman,PN:Robert Eggenwiler,St:U.A.,DeLuxe,Drame,H*
SK20,Oklahoma Crude,1973,D:St.Kramer,P:St.Kramer,SU:,prc,Drame,aw
SK22,Bless the Beasts and Children,1973,D:St.Kramer,P:St.Kramer,St:Columbia,col,Aventure,H*
ToG9,Lady Ice,1973,D:Gries,PN:,SU:,prc,Drame,aw
AVL21,The Train Robbers,1973,D:McLaglen,PN:,SU:,prc,Drame,aw
CD20,Old Dracula,1973,D:C.Donner,PN:Jach C. Wiener,St:AIP,col,Horreur,aw
FiC11,Miracle on 34th Street,1973,D:F.Cook,PN:,SU:,TV,Drame,aw
MFe25,The Grande Bouffe,1973,D:Ferreri,PN:,SU:,prc,Comédie,aw
RoV15,Don Juan,1973,D:Vadim,PN:,SU:,col,Romance,-H
TPo12,The Harrad Experiment,1973,D:Post,PN:Dennis F. Stevens,St:Cinema Arts,Ecol,Porn,H
TPo13,Magnum Force,1973,D:Post,PN:,SU:,prc,Drame,H
TPo14,The Baby,1973,D:Post,PN:,SU:,prc,Drame,aw
GTh56,Carry On Girls,1973,D:G.Thomas,PN:Peter Rogers,SU:,,Comédie,
IFr14,Impossible Object,1973,D:Frankenheimer,PN:,SU:,prc,Drame,PU:
IFr15,The Iceman Cometh,1973,D:Frankenheimer,PN:,SU:,prc,Drame,aw
SL20,Serpico,1973,D:Lumet,P:Bregman,"St:DeLaurentiis, Paramount",col,"Biopic, Action",H*
SS5,The Sugarland Express,1973,D:Spielberg,"P:R.Zanuck, D.Brown",St:Universal,Tcol,Aventure,H*
ClC31,Ophelia,1973,D:Chabrol,PN:,SU:,prc,Drame,aw
FT15,La Nuit Americaine,1973,D:Truffaut,PN:Marcel Bebert,St:Carosse,Ecol,Comédie,"AA for, AAN dir, H***"
MPi13,La Guele Ouverte,1973,D:Pialat,PN:,SU:,prc,Drame,aw
Ych25,The Sparrow,1973,D:Chahine,PU:,SU:,prc,Drame,
SRo32,The Laughing Policeman,1973,D:Rosenberg,P:Rosenberg,St:Fox,DeLuxe,"Action, Drama, Crime, Policier",
TRs20,A Delicate Balance,1973,D:T.Richardson,PN:,SU:,,Drame,
ClL16,La Bonne Anneé,1973,D:Lelouch,PN:,SU:,prc,Drame,
JqD8,L'Evenement le plus important depuis que l'homme marchr sur la lune,1973,D:J.Demy,PN:,SU:,prc,Drame,aw
FrF40,Tales That Witness Madness,1973,D:Francis,PN:Norman Priggen,"St:Amicus, Paramount",col,"Comédie, Horreur",
PMo19,L'Amour,1973,D:Morrissey,PN: Warhol,SU:,col,Romance,aw
PMo20,Andy Warhols's Frankenstein,1973,D:Morrissey,PN:,SU:,prc,Drame,aw
PlT10,Allonsenfan,1973,D:Taviani,PN:,SU:,prc,Drame,aw
RDL10,The Three Musketeers,1973,D:R.Lester,PN:,SU:,prc,Action,aw
SaP13,Pat Garrett and Billy the Kid,1973,D:Peckinpah,PN:,SU:,prc,Western,H
CJ4,Lost Horizon,1973,D:Jarrot,P:Hunter,St:Columbia,Tcol,Aventure,H* W50
PY7,The Friends of Eddie Coyle,1973,D:Yates,PN:Paul Monash,SU:,col,"Action, Drama, Crime, Policier","Boston, MA"
BdY6,The Thief Who Came to Dinner,1973,D:Bud Yorkin,PN:,St:Warners,col,Drame,aw
FJS16,Papillon,1973,D:Schaffner,PN:Robert Dorfmann,St:Corona,Tcol,Aventure,H*
FJS18,The Boys From Brazil,1973,D:Schaffner,"P:Martin Richards, Stanley OToole",St:ITC,DeLuxe,Suspense,H**
Jas44,Double Indemnity,1973,D:Smight,PU:,St:TV,TV,Drame,
LiW7,Love and Anarchy,1973,D:Wertmuller,PN:,SU:,prc,Drame,aw
NJ12,Jesus Christ Superstar,1973,D:Jewison,PN:,SU:,prc,Drame,aw
JEu20,La Maman et La Putaine,1973,D:Eustache,PN:,SU:,prc,"Drame, Noir",aw
LHz15,São Bernardo,1973,D:Hirszman,PN:,SU:,prc,Drame,aw
IBo7,Exorcist II: The Heretic,1973,D:Boorman,"PN:Boorman, Richard Lederer",St:Warners,Tcol,Fantasy,H
JBH20,Some Call it Loving,1973,D:J.B.Harris,PN:James B. Harris,St:Pleasant Pastures,Tcol,Fantasy,H
FZe3,Brother Sun and Sister Moon,1973,D:Zefferelli,PN:Luciano Perugia,St:Paramount,Tcol,Biopic,H
JNe10,Martyrs of Love,1973,D:Nemec,PN:,SU:,prc,Drame,aw
JuF18,Godzilla vs. Megalon,1973,D:Fukuda,P:Tanaka,St:Toho,col,SciFi,aw
MN5,The Day of the Dolphin,1973,D:M.Nichols,PN:,SU:,prc,Drame,aw
FrW22,Juvenile Court,1973,D:Wiseman,PN:,SU:,prc,Documentaire,aw
IAv7,Save the Tiger,1973,D:J.G.Avildsen,PN:Steve Shagan,St:Paramount,Mlab,Drame,H*
WH5,"Aguirre, the Wrath of God",1973,D:Herzog,P:Herzog,St:Hessischer RF,col,Drame,H**
BdP8,Sisters,1973,D:B.dePalma,P:E.Pressman,SU:,,Suspense,
BzK15,Shamus,1973,D:Kulik,PN:,SU:,prc,Drame,aw
JGo3,The National Health,1973,D:Gold,PN:,SU:,prc,Drame,aw
PBo6,Paper Moon,1973,D:Bogdanovich,P:Bogdanovich,St:Paramount,bnw,Comédie,H**
PlB20,Class of '44,1973,D:P.Bogart,PN:P.Bogart,St:Warners,Tcol,Drame,aw
DnH30,The Wild Racers,1973,D:Haller,P:Corman,St:NWP,prc,Drame,aw
HbR5,The Last of Sheila,1973,D:H.Ross,P:Ross,St:Warners,Tcol,Mystère,H*
LPe7,Ash Wednesday,1973,D:Peerce,PN:Dominick Dunne,SU:,prc,Drame,aw
NiR3,Don't Look Now,1973,D:Roeg,PN:Peter Katz,St:British Lion Paramount,Tcol,"Suspense, Horreur",
WA4,Sleeper,1973,D:Woody Allen,P:Rollins,St:U.A.,DeLuxe,Comédie,H*
FrB5,La Creation des Oiseaux,1973,D:Back,PN:,SU:,col,Animation,
JaB2,The Paper Chase,1973,D:Bridges,"PN:Robert C. Thompson, Rodrick Paul",St:Fox,DeLuxec,Comédie,H**
JSb8,Scarecrow,1973,D:Schatzberg,PN:,SU:,prc,Drame,aw
MS3,Mean Streets,1973,D:Scorsese,PN:Jonathan Taplin,SU:,prc,Drame,aw
PM3,Blume in Love,1973,D:Mazursky,P:Mazursky,St:Warners,Tcol,"Comédie, Romance",H*
AJy10,Magic Mountain,1973,D:Jodorowsky,PN:Allan Klein,SL:Mexico,col,Drame,aw
CEa2,High Plains Drifter,1973,D:Eastwood,PN:Robert Daley,St:Universal,Tcol,Western,H*
GgL2,American Graffiti,1973,D:G.Lucas,"PN:Coppola, Gary Kurtz",St:Universal,TS,Drame,H**
RBa2,Heavy Traffic,1973,D:Bakshi,PN:,SU:,,Animation,
RjKd10,Bobby,1973,D:Kapoor,PU:,SU:,prc,Drame,
RSfl0,The Man Who Loved Cat Dancing,1973,D:Sarafian,"PN:Martin Poll, E.Perry",St:MGM,Mcol,Western,
EgM12,Horror Express,1973,D:E.Martin,PN:,St:Granada Madrid,Tcol,Horreur,H
MiK2,Forty Carats,1973,D:Katselas,PN:,SU:,prc,Drame,aw
PCr10,The Assassin,1973,D:Crane,PN:,SU:,prc,Drame,aw
AMe10,Night of the Cobra Woman,1973,D:A.Meyer,"PN:Kerby Magness, Harvey Marks",St:NWP,prc,Horreur,aw
AMy3,Steelyard Blues,1973,D:Myerson,"P:Tony Bill, Michael Phillips, Julia Phillips",S:Warners,prc,"Drame, Aventure",
BGu10,Ganja and Hess,1973,D:Gunn,PN:Kelly Jordan,SL:USA,col,"Drame, Horreur",aw
CSe2,On s'Est Trompé d'Histoire de l'Amour,1973,D:Serreau,PN:,SU:,prc,Drame,aw
DDu10,Payday,1973,D:D.Duke,PN:Ralph J. Gleason,"St:Cinerama, Fantasy",col,Drame,H
EdC10,Hitler: The Last Ten Days,1973,D:deConcini,PN:Wolfgang Reinhardt,St:MGM,Tcol,Biopic,H
GKc1,U-turn,1973,D:Kaczender,PN:,SU:,prc,Drame,aw
GlJ10,Frankenstein,1973,D:G.Jordan,PN:D.Curtis,SU:,TV,Horreur,aw
IHc10,Bang the Drum Slowly,1973,D:Hancock,PN:,SU:,prc,Drame,aw
IMi1,Dillinger,1973,D:Milius,PN:Buzz Feittshans,St:AIP,Mlab,Action,H*
IWo10,The Young Dragons,1973,D:Woo,PN:,SU:,prc,Action,aw
IWo15,Countdown in Kung Fu,1973,D:Woo,PN:,SU:,prc,Action,aw
JCJ10,The Nelson Affair,1973,D:J.C.Jones,PN:Hal Wallis,St:Universal,Tcol,Historique,aw
JkS5,Cleopatra Jones,1973,D:Starrett,PN:,SU:,col,Action,
JMP10,The Bride,1973,D:Pelissie,PN:John Grissmer,St:Unisphere,col,Horreur,aw
KrD10,Scalawag,1973,D:K.Douglas,PN:Anne Douglas,St:Byrna,Tcol,Action,H
LJo10,Invasion of the Girl Snatchers,1973,D:L.Jones,PN:,SU:,prc,Drame,aw
MMG10,Werewolf of Washington,1973,D:Ginsberg,PN:Nina Schulman,St:Diplomat,col,Comédie,aw
MWu10,Der Lange Jammer,1973,D:Willutzki,PN:,St:basis Film,prc,Documentaire,aw
PHz10,The Harder They Come,1973,D:Henzell,PN:,SD:NWP,prc,"Musicale, Documentaire",aw
RbC10,Enter the Dragon,1973,D:Clouse,"PN:Fred Wientraub, Paul Heller",St:Warners,Tcol,Aventure,H*
RCm10,Macon County Line,1973,D:Compton,PN:Max Baer,SU:,Ecol,Action,H
RLa1,Fantastic Planet,1973,D:Laloux,PN:,SD:NWP,col,Animation,
ShM5,The Submersion of Japan,1973,D:Moritani,"PN:Max E. Youngstein, R.Corman",St:Toho,col,"Catastrophe, Epic",aw
SRd10,An American Family,1973,D:S.Raymond,PN:,St:PBS,col,Documentaire,
TMa1,Badlands,1973,D:Malick,"P:Malick, Pressman",St:Columbia,Consolidated Color,"Action, Drame",H***
Z7310,Behind the Green Door,1973,D:UnYear73,PN:,St:Mitchell Brothers,col,Porn,aw
AlG11,Dracula A.D. 1972,1972,D:A.Gibson,PN:Josephine Douglas,"St:Hammer, Warners",col,Horreur,
LB33,The Discreet Charm of the Bourgeousie,1972,D:Bunuel,PN:,SU:,,Comédie,
RWB69,Asylum,1972,D:R.W.Baker,PN:,SU:,prc,Drame,aw
EDm58,Bluebeard,1972,D:Dmytryk,PN:Alexander Salkind,St:Geiselgasteig,Tcol,"Comédie, Horreur",aw
AnS33,The Great Waltz,1972,D:And.Stone,P:And.Stone,St:MGM,col,Musicale,aw
IH34,The Life and Times of Judge Roy Bean,1972,D:J.Huston,PN:,SU:,prc,Drame,aw
IH35,Fat City,1972,D:J.Huston,P:Ray Stark,St:Columbia,Ecol,Drame,H*
DS32,Dirty Harry,1972,D:D.Siegel,P:D.Siegel,St:Warners,Tcol,Action,H**
InB33,Cries and Whispers,1972,D:I.Bergman,PN:,St:Dtr{NWP,col,Drame,AA ?
ISt38,Joe Kidd,1972,D:JSturges,PN:Sidney Beckerman,"St:Universal, malpaso",Tcol,Western,H
JLM20,Sleuth,1972,D:J.L.Mankiewicz,PN:Morton Gottlieb,St:Palomar,col,Suspense,H** AANdir
KeA36,Call of the Wild,1972,D:Annakin,PN:Harry Alan Towers,St:Massfilms,Ecol,Aventure,H
PUs7,Hammersmith is Out,1972,D:Ustinov,PN:,SU:,prc,Drame,aw
RoN18,The Poseidon Adventure,1972,D:Neame,P:I.Allen,St:Fox,col,Action,aw
JPM25,Dirty Money,1972,D:Melville,PN:,SU:,prc,Drame,aw
JLo22,The Assination of Trotsky,1972,D:Losey,PN:,SU:,prc,Drame,aw
SaF19,Dead Pigeon on Beethoven Street,1972,D:Fuller,P:Fuller,St:Bavaria,DeLuxe,Suspense,H
SaF20,Big Red One,1972,D:Fuller,PN:,SU:,prc,Drame,aw
FF14,Fellini's Roma,1972,D:Fellini,PN:,St:MGM,col,"Fantasy, Documentaire",
JLT27,Conquest of the Planet of the Apes,1972,D:LeeThompson,PN:,St:US,,Fantasy,
MFr29,A Touch of Class,1972,D:Frank,P:Frank,St:Avco,Tcol,Drame,"H**, AAN"
BF6,Cabaret,1972,D:Fosse,PN:Cy Feuer,"St:Bavaria, SD:Allied Artists",Tcol,"Biopic, Musicale","H***, AAN, Z*, AA dir"
GH16,Live and Let Die,1972,D:G.Hamilton,P:Saltzman,St:U.A.-Eon,Ecol,Aventure,H*
HaB27,The Wild Pack,1972,D:Bartlett,PN:,SU:,prc,Drame,
PeB8,Meetings with Remarkable Men,1972,D:Brook,PN:,SU:,prc,Drame,aw
JIv10,Helen --- Queen of the Nautch Girls,1972,D:Ivory,P:Merchant,SL:India,,Drame,aw
JIv11,Savages,1972,D:Ivory,PN:Joseph Saleh,St:Angelika,pcol,Fantasy,H
LiA30,O Lucky Man,1972,D:L.Anderson,PN:Michael Medwin,St:Warners,Ecol,Drame,H**
RoA45,Ulzana's Raid,1972,D:Aldrich,PU:,St:MCA,prc,Western,
AWj25,The Wedding,1972,D:Wajda,PN:,SU:,prc,Drame,aw
SR50,Company Limited,1972,D:S.Ray,PN:,SL:India,prc,Drame,aw
YvR6,Le Grand Blond avec une Chaussure Noire,1972,D:Y.Robert,PN:,St:Gaumont,col,Suspense,
RAl69,Images,1972,D:Altman,PN:,SU:,,Drame,
ToG8,Glass House,1972,D:Gries,PN:,SU:,TV,Drame,aw
JAn6,Tomorrow,1972,D:Anthony,"PN:Gilbert Pearlman, Paul Roebling",St:bnw,Z*,Drame,
MFe20,Liza,1972,D:Ferreri,PN:,SU:,prc,Drame,aw
MR17,Pete 'n Tillie,1972,D:Ritt,P:Julius Epstein,St:Universal,Tcol,"Comédie, Romance",H*
ArH211,Man of La Mancha,1972,D:Hiller,PN:,SU:,prc,Drame,aw
GTh54,Carry On Matron,1972,D:G.Thomas,PN:Peter Rogers,SU:,,Comédie,
GTh55,Carry On Abroad,1972,D:G.Thomas,PN:Peter Rogers,SU:,,Comédie,
MiW20,The Mechanic,1972,D:Winner,PN:,St:U.A.,Tcol,Action,H
MiW21,Chato's Land,1972,D:Winner,P:Winner,St:Scimitar,col,Western,
SJF17,Lady Sings the Blues,1972,D:Furie,"PN:Jay Weston, James S. White",St:Paramount,Ecol,"Biopic, Drame",H*
SS3,Something Evil,1972,D:Spielberg,PN:,St:Universal,TV,Drame,
SS4,Savage,1972,D:Spielberg,PN:,St:Universal,TV,Drame,
FT13,Les deux anglaises et le continent,1972,D:Truffaut,PN:,St:Carosse,col,Romance,
FT14,Une belle fille comme moi,1972,D:Truffaut,PN:,St:Carosse,col,Comédie,aw
IvY20,Beware! The Blob,1972,D:Yeaworthy,PU:,SU:,prc,Drame,
MPi11,We Will Not Grow Old Together,1972,D:Pialat,PN:,SU:,prc,Drame,aw
AnT5,Solaris,1972,D:Tarkovsky,PN:,St:Mosfilm,Sovcolor,Drame,H**
ERr25,Love in the Afternoon,1972,D:Rohmer,PN:,SU:,prc,Drame,aw
JLG30,Tout Va Bien,1972,D:Godard,PN:,SU:,prc,Drame,aw
ClL15,Adventure is Adventure,1972,D:Lelouch,PN:,SU:,prc,Drame,
ClS25,César et Rosalie,1972,D:Sautet,PU:,SU:,prc,Romance,
DPo4,Follow the Yellow Brick Road,1972,D:D.Potter,PN:,St:BBC,"col, TV",Drame,
IS7,"Sunday, Bloody Sunday",1972,D:Schlesinger,PN:,SU:,,"Horreur, Drame",
MaB30,Antefatto,1972,D:Bava,PN:Guiseppe Zacciarello,St:Hallmark,col,Horreur,aw
MeW30,Lady Frankenstein,1972,D:M.Welles,PN:Harry Cushing,St:New World,Mcol,SciFi,aw
FrF30,Gebissen Wird Nur Nachts,1972,D:Francis,PN:Pier Caminneci,"St:Acquila, SL:Ge",col,"Comédie, Horreur",
FrF35,Tales from the Crypt,1972,D:Francis,"PN:Milton Subotsky, Max J. Rosenberg",St:Amicus,Cinerama,Horreur,H
PMo15,Heat,1972,D:Morrissey,PN:Andy Warhol,SU:,prc,"Avant-Garde, Porn",aw
PMo17,Women in Revolt,1972,D:Morrissey,PN:Andy Warhol,SU:,col,Romance,aw
RoP7,Che?/What?/Was?,1972,D:Polanski,PN:,SU:,col,Drame,
SaP11,The Getaway,1972,D:Peckinpah,"P:D.Foster, Mitchell Brower","St:Solar, First Artists",Tcol,Action,H**
BB7,Last Tango in Paris,1972,D:Bertolucci,PN:Alberto Grimaldi,St:U.A.,Tcol,Romance,AAN dir
CJ3,"Mary, Queen of Scots",1972,D:Jarrot,PN:,SU:,prc,Drame,aw
GRH7,Slaughterhouse Five,1972,D:G.R.Hill,PN:,SU:,prc,Drame,
PY6,The Hot Rock,1972,D:Yates,PN:,St:Fox,col,Drame,
SP40,Jeremiah Johnson,1972,D:S.Pollack,PN:Joe Wizan,St:Warners,Tcol,Aventure,H**
FFC5,The Godfather,1972,D:Coppola,PN:Albert S. Ruddy,St:Paramount,col,Action,"AA, CC#7"
LiW6,The Seduction of Mimi,1972,D:Wertmuller,PN:,SU:,prc,Drame,aw
WHu10,Henry VIII and His Six Wives,1972,D:W.Hussein,P:Roy Bard,St:EMI,Tcol,Biopic,H*
CCG5,State of Siege,1972,D:CostaGavras,PN:,SU:,prc,Drame,aw
IBo5,Deliverance,1972,D:Boorman,P:Boorman,St:Warners,Tcol,"Drame, Aventure","AAN, AAN dir, Z*, H**"
JSk17,"King, Queen, Knave",1972,D:Skolimowski,PN:,SU:,prc,Drame,aw
Z6640,TS:The Life and Death of Judge Dredd,1972,D:UnYear72,PU:,SU:,prc,Western,
GSs4,Last of the Red Hot Lovers,1972,D:Saks,PN:,SU:,prc,Drame,aw
LaJ9,You'll like My Mother,1972,D:L.Johnson,PN:,SU:,prc,Drame,aw
MRt5,The Candidate,1972,D:M.Ritchie,P:Redford,St:Warners,Tcol,Drame,H**
MVP22,Don't Play Us Cheap,1972,D:MlVanPeebles,PN:,SU:,prc,Drame,aw
PWi4,Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues,1972,D:P.Williams,PN:,SU:,prc,Drame,aw
WBz10,Blanche,1972,D:Borowczyck,PN:,SU:,prc,Drame,aw
GRo5,Season of the Witch,1972,D:Romero,PN:,SU:,,Horreur,
GRo7,The Crazies,1972,D:Romero,PN:Alvin C. Croft,St:Cambist,col,Horreur,
JiC14,Rentadick,1972,D:J.Clark,PN:,SU:,prc,Drame,aw
JRl11,Virgins and Vampires,1972,D:Rollin,PN:Sam Selsky,St:Box Office,col,Porn,aw
PBo5,"What's Up, Doc?",1972,D:Bogdanovich,P:Peters,St:Warners,Tcol,Comédie,"F70,H**"
BSc5,The Valley,1972,D:Schroeder,PN:,SU:,,Drame,aw
HbR4,"Play it Again, Sam",1972,D:H.Ross,PN:Arthur P. Jacobs,St:Paramount,,Comédie,
IWa7,Pink Flamingos,1972,D:Waters,PN:,SU:,prc,Porn,aw
PHt8,1776,1972,D:Hunt,PN:,SU:,prc,Drame,aw
RA2,Young Winston,1972,D:Attenborough,PN:Carl Foreman,St:Columbia,Ecol,Biopic,H**
RWF10,The Bitter Tears of Petra von Kant,1972,D:Fassbinder,PN:,St:Tango,col,Drame,aw
WA3,Everything You Always Wanted to Know About Sex and Were Afraid to Ask,1972,D:Woody Allen,P:Rollins,St:U.A.,DeLuxe,Comédie,
AyM15,The Man With two Heads,1972,D:Milligan,PN:William Miskin,SU:,col,Horreur,aw
AyM18,Fleshpots on 42nd Street,1972,D:Milligan,PN:William Miskin,SU:,col,Porn,aw
BRf2,King of Marvin Gardens,1972,D:Rafelson,PN:,St:Columbia,col,Drame,"Atlantic City, NY"
EMa15,Heartbreak Kid,1972,D:E.May,PN:Edgar J. Scherick,St:Fox,DeLuxe,Comédie,F62
LJe2,The Amazing Mr. Blunden,1972,D:Jeffries,PN:Barry Levinson,St:Hemdale,Ecol,Fantasy,H**
LJe3,Baxter,1972,D:Jeffries,PN:,SU:,prc,Drame,
MS2,Boxcar Bertha,1972,D:Scorsese,PN:Julie Corman,St:AIP,prc,Action,aw
RBe1,Bad Company,1972,D:Benton,PN:,SU:,prc,Western,
RFu12,Dr. Phibes Rises Again,1972,D:Fuest,P:Richard Dalton,S:AIP,DeLuxe,"Comédie, Horreur",H*
VME11,One Little Indian,1972,D:McEveety,PN:Winston Hibbler,St:Disney,Tcol,Romance,H
WCr4,Last House on the Left,1972,D:W.Craven,PN:Sean S. Cunnningham,"St:AIP,Hallmark",col,Horreur,
GPk12,Superfly,1972,D:Parks,PN:,SU:,prc,Drame,aw
GPk14,Shaft's Big Score,1972,D:Parks,"PN:Richard Lewis, Ernest Tidyman",St:MGM,Mcol,"Action, Drama, Crime, Policier",H
BaP10,Cool Breeze,1972,D:B.Pollack,PN:Gene Corman,St:MGM,Mcol,Drame,H
BCl1,Deathdream,1972,D:B.Clark,P:B.Clark,St:Europix SL:Ca,col,Mystère,H
BIG10,The Mad Bomber,1972,D:Gordon,PN:,SU:,prc,Drame,aw
CAN10,Charlotte's Web,1972,D:C.Nichols,PN:,SU:,Tcol,Animation,aw
DaH1,Running Scared,1972,D:Hemmings,PN:Gareth Wigan,St:Paramount,Tcol,Drame,H
DuW10,"Some Will, Some Won't",1972,D:Wood,PN:Giulio Zampi,St:ABP,Tcol,Comédie,aw
EgM10,Bad Man's River,1972,D:E.Martin,PN:Bernard Gordon,St:Zurbano,Ecol,Western,H
ELh1,Portnoy's Complaint,1972,D:E.Lehman,P:E.Lehman,St:Warners,Tcol,Drame,H
EuM10,Pancho Villa,1972,D:Eu.Marin,PN:Bernard Gordon,St:Granada,Tcol,Aventure,H
FLe10,Mail,1972,D:F.Levinson,PN:,SU:,prc,Drame,aw
GCS10,Rage,1972,D:G.C.Scott,PN:Fred Weintraub,St:Warners,DeLuxe,Drame,H
GBl10,To Kill a Clown,1972,D:Bloomfield,PN:Theodore Sills,St:Palomar,DeLuxe,Drame,H
GDa10,Trial of the Catonsville 9,1972,D:G.Davidson,PN:,SU:,prc,Drame,aw
GrD10,Deep Throat,1972,D:Damiano,PN:,SU:,Ecol,Porn,aw
HSm10,Marjoe,1972,D:H.Smith,PN:,SU:,prc,Drame,aw
HwM10,Daughters of Satan,1972,D:H.Morse,PN:Schenck,St:U.A. SL:Phillipines,col,Horreur,aw
JqL10,Love Me Deadly,1972,D:Lacerte,P:Buck Edwards,St:Cinema National,col,Horreur,aw
MeW11,Daughter of Frankenstein,1972,D:M.Welles,PN:,SU:,prc,Drame,aw
MiK1,Butterflies are Free,1972,D:Katselas,PN:,SU:,prc,Drame,aw
MoH3,Ride the Whirlwind,1972,D:M.Hellman,PN:,SU:,prc,Western,aw
PBa1,Private Parts,1972,D:Bartel,P:Corman,St:MGM,col,Porn,
PCr8,The Hound of the Baskervilles,1972,D:Crane,PN:Stanley Kallis,St:TV,TV,Suspense,aw
PMe10,The Ruling Class,1972,D:Medak,"PN:Jules Buck, Jack Hawkins",St:Keep Films,DeLuxe,Drame,H*
PVg10,The Engagement of Anna,1972,D:Voulgaris,PN:,SU:,prc,Drame,aw
RAC10,Fuzz,1972,D:Colla,PN:Jack Farren,"St:U.A., Fimways",DeLuxe,"Action, Drama, Crime, Policier, Comédie",H*
RtY10,Vampire Circus,1972,D:Rbt.Young,PN:Wilbur Stark,"St:Hammer, Fox",col,Horreur,
RWl10,A Christmas Carol,1972,D:R.Williams,PN:,SU:,prc,Animation,aw
WlC10,Blacula,1972,D:Crain,PN:Joseph T. Naar,St:AIP,Mlab,"SciFi, Horreur",H
WSt10,Alice's Adventures in Wonderland,1972,D:Sterling,PN:Derek Horne,St:Fox,Ecol,Fantasy,H*
Z7210,Turks Fruit,1972,D:UnYear72,PU:,SL:Netherlands,prc,Porn,
HHa72,Shootout,1971,D:Hathaway,P:Wallis,St:Universal,Tcol,Western,H
OP44,Such Good Friends,1971,D:Preminger,PN:,SU:,col,Drame,
RoS100,Bedknobs and Broomsticks,1971,D:Stevenson,P:Bill Walsh,St:Disney,Tcol,Fantasy,H
RWB65,Scars of Dracula,1971,D:R.W.Baker,PN:,SU:,prc,Drame,aw
RWB67,Dr. Jekyll and Sister Hyde,1971,D:R.W.Baker,"PN:Albert Fennell, Brin Clemens","St:Hammer, AIP British",prc,Horreur,aw
IBt33,Endless Night,1971,D:J.Boulting,PN:,SU:,prc,Drame,aw
VdS24,The Garden of the Finzi-Continis,1971,D:deSica,PN:Gianni Hecht Lucari,SU:,,Drame,
LuV64,Death in Venice,1971,D:Visconti,PN:,SU:,prc,Drame,aw
MRs41,"Happy Birthday, Wanda June",1971,D:Robson,Plester Goldsmith:,S:Columbia,Tcol,Comédie,H*
RtB26,Quatre Nuits d'un Reveur,1971,D:Bresson,PU:,SU:,prc,Drame,
InB32,The Touch,1971,D:I.Bergman,PN:Owe Carlburg,"St:ABC, Cinematograph AB",Ecol,Drame,H*
RiF30,The Last Run,1971,D:R.Fleischer,PN:Carter deHaven,St:MGM,prc,Action,aw
JaH24,Black Beauty,1971,D:J.Hill,PN:,SU:,prc,Drame,aw
RaT42,Percy,1971,D:R.Thomas,P:B.Box,St:MGM,col,Comédie,
JT5,Traffic,1971,D:Tati,PN:Robert Dorfman,St:Corona,Ecol,Comédie,H
FF13,The Clowns,1971,D:Fellini,PN:,SU:,prc,Drame,
RcB21,Dollars,1971,D:R.Brooks,P:R.Brooks,SU:,prc,Drame,aw
RPa25,A Town Called Hell,1971,D:Parrish,PN:,SU:,prc,Drame,aw
GH15,Diamonds are Forever,1971,D:G.Hamilton,"P:Saltzman, Cubby",St:U.A.-Eon,Tcol,Aventure,
PhL125,The Birdmen,1971,D:Ph.Leacock,PN:,SU:,TV,Drame,
MCy10,The Trojan Women,1971,D:Cacoyannis,PN:,SU:,prc,Drame,aw
RoA41,Grissom Gang,1971,D:Aldrich,P:Aldrich,St:ABC,Mcol,Action,H
KoI40,To Love Again,1971,D:Ichikawa,PN:,SU:,,Drame,aw
SR46,The Adversary,1971,D:S.Ray,PN:,SL:India,prc,Drame,aw
CoW6,No Blade of Grass,1971,D:C.Wilde,PN:,SU:,prc,Drame,aw
DM230,The Organization,1971,D:Medford,PN:Walter Mirrisch,St:U.A.,DeLuxe,Aventure,H
NPS25,Como era Gostoso o Meu Frances,1971,D:dosSantos,PN:,SU:,prc,Drame,aw
RAl62,Brewster McCloud,1971,D:Altman,P:LouAdler,St:Paramount,Mcol,Fantasy,H
RAl68,McCabe and Mrs. Miller,1971,D:Altman,"P:D.Foster, Mitchell Brower",St:Warners,Tcol,Comédie,H
RCo49,von Richthoven and Brown,1971,D:Corman,P:Corman,St:U.A.,prc,Drame,aw
SK16,R.P.M.,1971,D:St.Kramer,P:St.Kramer,SU:,prc,Drame,aw
SK17,Bless the Beasts and Children,1971,D:St.Kramer,P:St.Kramer,SU:,prc,Drame,aw
AVL13,Hellfighters,1971,D:McLaglen,PN:,SU:,col,Action,CG**
AVL17,One More Train to Rob,1971,D:McLaglen,PN:,SU:,prc,Drame,aw
AVL18,Something Big,1971,D:McLaglen,P:McLaglen,SU:,prc,Drame,aw
AVL19,The Abductors,1971,D:McLaglen,PN:,SU:,prc,Drame,aw
